ID,Sport Name,daily_visitors,media_coverage,ticket_sales,female_athletes,male_athletes,avg_female_salary,avg_male_salary,media_spend,emissions,total_waste,recycled_waste,initial_investment,NPV,race_deviation,country_deviation,regional_deviation,generation_participation,youth_viewers,safety_violations,injury_severity,sanctions,total_checks,judge_impartiality,race_alpha,country_beta,regional_gamma
51,Archery,231482,3.108145671112343,552093.8874821363,60,59,39296.86828483603,41852.13177409417,6035241.090598682,2513.478813126865,5785.678607725136,2895.220058053614,11077053.940076578,16047212.781161329,1.0,1.0,0.5301886345078098,94.7484537782469,34.73023429380696,1.0,3.2868099157007453,0.0,56.0,9.0,0.64794686,0.22987118,0.12218196
52,Archery,217298,3.130256914510368,537849.9532670584,51,48,37129.69508864327,37406.36628437006,5878637.0155536495,2289.51992093848,5835.960377117643,3020.882240402231,12961708.480142344,20712298.928502377,1.0,1.0,0.6512655446304756,66.47689092268575,34.65142307883249,1.0,3.3535202244425797,0.0,49.0,10.0,0.64794686,0.22987118,0.12218196
53,Archery,211462,3.351869487175769,533031.7621527895,49,56,32943.3339283355,41588.42708669432,6158337.344794577,2665.0521745250535,6431.855634529323,2314.066089357136,9878098.857068643,16028628.602013918,1.0,1.0,0.502818158412176,95.24720621223808,35.61662143213021,1.0,2.9196378759957575,0.0,55.0,10.0,0.64794686,0.22987118,0.12218196
54,Archery,237234,3.477345592444993,604980.1048510512,63,50,30430.422273774988,42778.94057369356,6209647.795222837,2112.1624363820865,5851.76715075699,2906.014142461893,9636438.602123259,17151826.954795558,1.0,1.0,0.6084577086805001,91.5578895577502,30.333500646657694,1.0,3.2678912397580175,0.0,56.0,10.0,0.64794686,0.22987118,0.12218196
55,Archery,245620,3.458007239799006,580350.7742982523,58,53,41470.07940974958,41551.33486776019,6316079.495518764,2597.19276063305,5502.921682354676,3119.417248118323,12721170.32749361,19188164.928851813,1.0,1.0,0.6125291159021489,89.85032994843282,36.8673353622608,1.0,3.6421149490559355,0.0,69.0,10.0,0.64794686,0.22987118,0.12218196
56,Archery,243626,3.6231549747108067,527854.5202369674,53,56,33927.655302043466,33879.213480383405,5949354.943794821,2289.582156692529,6107.043584144179,2510.0897453271987,11040676.322848134,19884139.332238685,1.0,0.9633689391563411,0.5289689895461678,86.8918523752889,33.52270714039362,1.0,3.54756150483197,0.0,51.0,11.0,0.64794686,0.22987118,0.12218196
57,Archery,208216,3.378900567563372,607479.9937716625,64,52,33791.78787573884,36830.019884612964,5541440.959841573,2119.71639927711,6219.73524446232,3230.6430967094257,10580927.261340084,19967255.3649546,1.0,1.0,0.6321232650032165,98.9929017598881,35.76144185172363,1.0,3.525199716414363,0.0,64.0,11.0,0.64794686,0.22987118,0.12218196
58,Archery,218816,3.8110602231471953,577864.9760438305,57,54,33677.62473866999,38508.68477556973,5698356.843216661,2153.222833189136,5011.1960924315035,2917.2547523415114,12289904.687396076,18687549.345889714,1.0,1.0,0.5499976742700523,97.58021169698287,30.53442830087953,1.0,3.389932106154288,0.0,61.0,9.0,0.64794686,0.22987118,0.12218196
59,Archery,231625,3.2956029500286137,603143.105941948,62,61,34344.25428230357,39114.48299814983,6228254.483254178,2185.930538361136,5923.700034924929,2636.247036060398,10644384.460263137,18411093.78871719,1.0,1.0,0.5769346814639928,83.81697865741114,29.088723701951807,1.0,3.3771189475884524,0.0,58.0,11.0,0.64794686,0.22987118,0.12218196
60,Archery,244511,4.191050749976886,593981.4420961806,57,53,33316.91876422817,41547.35234142737,5216532.164506382,2334.833189280383,5975.586371155449,2798.5577305855736,13076009.713546937,17763790.423801772,1.0,1.0,0.575516091938561,93.25641829699627,36.203668974075086,1.0,3.1769036581579657,0.0,65.0,11.0,0.64794686,0.22987118,0.12218196
61,Archery,215417,3.562700204329502,521050.2494538964,67,60,32029.013979359293,39996.95350326639,5809336.654436451,2354.5670976071,5476.218248320004,2952.0817281304307,11927925.871339269,18042541.614249956,1.0,1.0,0.5557845629264726,82.22674612366971,34.87922857829255,1.0,3.584648526060761,0.0,58.0,10.0,0.64794686,0.22987118,0.12218196
62,Archery,221287,3.117852733075115,534490.9479901515,65,51,32109.423176278826,34701.29474451465,5428330.593836319,2135.259999212284,6312.8534066558095,2831.501347853103,10762088.591854297,16048221.4255072,1.0,1.0,0.6030404136579891,78.96305468168856,31.04384533692747,1.0,3.501291883316817,0.0,58.0,11.0,0.64794686,0.22987118,0.12218196
63,Archery,202873,3.0537322505816666,599864.6802561631,55,59,33651.740189352,40705.69247852087,5639372.411467408,2245.1290815478037,5549.972206483736,2947.1889981115924,13407308.213265503,15647701.674866538,1.0,1.0,0.6021744360276107,84.98626220328028,31.141010756175916,1.0,3.5226056543978395,0.0,56.0,12.0,0.64794686,0.22987118,0.12218196
64,Archery,201076,3.519741724572955,593018.5132716732,61,63,32119.725686598707,41512.05010849338,6264225.93130365,2678.4540717223726,5687.788226735772,2582.3316017301586,10644285.076996662,16869938.313883573,1.0,1.0,0.47507340133809095,96.89914777906208,37.12630435324431,1.0,3.217189547199726,0.0,62.0,11.0,0.64794686,0.22987118,0.12218196
65,Archery,241251,3.3079611644022444,561454.9203017926,59,44,31611.462651968504,41334.266567758634,5720549.534009952,2595.5086340201424,5538.464087858065,2854.8402060090193,11992095.372009305,16619723.066212606,1.0,1.0,0.6277170121439076,97.6250003630087,30.18176432139802,1.0,2.728997124038627,0.0,62.0,10.0,0.64794686,0.22987118,0.12218196
66,Archery,252125,3.589200148227628,568366.3691654392,63,52,34069.29068307569,43157.732539441175,5648218.274078074,2337.2647339348064,5632.789523790733,2459.071375773755,11549292.580406493,16195157.926009089,1.0,1.0,0.47937540059821626,94.10468336077834,38.67801885976789,1.0,3.7041458135261083,0.0,53.0,11.0,0.64794686,0.22987118,0.12218196
67,Archery,223560,3.5169712873720638,626383.2447894212,51,59,32985.06834773743,42293.727540921165,4945071.92951004,2257.60069563364,5076.862456552399,2784.693484662825,12551741.289398799,17919581.171185073,1.0,1.0,0.6141273102170829,95.80076629478398,31.048137796056395,1.0,3.231348763197478,0.0,50.0,10.0,0.64794686,0.22987118,0.12218196
68,Archery,245071,3.353151326202938,532921.4305582085,60,55,38261.97896574807,40982.130277299526,5998126.783013611,2274.0062653436526,4904.974558702853,2586.5230896338026,12811511.196726853,18307957.81285577,1.0,1.0,0.6188352568413792,94.12942629691968,35.66517577682515,1.0,3.116167270787064,0.0,55.0,10.0,0.64794686,0.22987118,0.12218196
69,Archery,232233,3.1209618845794784,589854.8690585019,62,58,25797.090574820963,39129.42000989473,5947742.090570538,2372.7035945460834,6422.252531612487,2628.617514352558,11282004.149065768,17007610.32943777,1.0,1.0,0.50795167848924,84.86814723821638,32.76414457275305,1.0,3.583043673574198,0.0,52.0,10.0,0.64794686,0.22987118,0.12218196
70,Archery,212098,2.9205458325942404,552390.3673783053,47,53,37024.52055576738,33561.63673269403,6706627.361652731,2045.441486960319,5201.519325840836,3121.5232938026093,10496582.129653817,19091295.121582896,1.0,1.0,0.5419592856022708,93.45538035739153,35.55956229324703,1.0,3.257396208024261,0.0,56.0,12.0,0.64794686,0.22987118,0.12218196
71,Archery,232228,3.241045514379894,551615.939838639,50,57,37488.25557749289,40878.66376696405,5471110.8825235,2198.5246925153306,5129.303825271846,3085.3275301485673,11709972.142939115,15162466.328799743,1.0,0.8546767707000762,0.5072147665757032,96.40327620182147,32.11765799365742,1.0,3.6929809152139867,0.0,62.0,9.0,0.64794686,0.22987118,0.12218196
72,Archery,255761,3.631919638297042,617438.8425993596,46,55,27529.82930277555,40101.90690507089,5734575.16383197,1916.2831852244822,4548.304943198143,2964.7845302267942,10572284.630247895,16584510.811080422,1.0,1.0,0.5517539484855633,96.03433063850859,33.26162128178312,1.0,3.5601017848730088,0.0,54.0,12.0,0.64794686,0.22987118,0.12218196
73,Archery,224283,3.439228123239061,603770.8174494015,55,62,32721.937217758954,40325.52593018381,5749691.841855378,2329.8446245210557,5305.519126155249,2539.4218088318553,13263387.247526623,15799766.519095792,1.0,1.0,0.547098285790713,99.51130697179714,33.872757526187165,1.0,3.5800707969601433,0.0,56.0,11.0,0.64794686,0.22987118,0.12218196
74,Archery,256293,3.001278366386403,603175.4818000318,60,58,32635.677402012625,34906.37998462891,6413726.6398817375,2379.439187940548,4963.455103296251,2733.397887576299,11386535.331082737,14075195.07439041,1.0,0.9419367103143543,0.601483026613467,95.66643077760851,30.743437632655578,1.0,2.9652132866398393,0.0,57.0,9.0,0.64794686,0.22987118,0.12218196
75,Archery,172605,3.4269542777553545,627773.9403577165,64,58,29527.464915846536,35591.30210857108,5577352.233806524,2153.362707540125,6446.007580068185,3115.774424994796,10884678.448687892,16750978.97123595,1.0,1.0,0.6280154373059804,92.81158566033267,35.972473036260375,1.0,3.73858319561592,0.0,60.0,10.0,0.64794686,0.22987118,0.12218196
76,Archery,241438,3.4905952139186516,563550.1920816379,57,54,31416.549937227373,43061.03498666517,5764510.76288517,2564.7973526580063,6129.908544671318,2847.929228409976,11434680.305864908,16692378.737425076,1.0,1.0,0.6322841905394978,98.56120190653142,32.210359300585246,1.0,3.453375159370157,0.0,45.0,8.0,0.64794686,0.22987118,0.12218196
77,Archery,226741,3.1098427691396604,596597.6485647481,64,54,30418.272463602512,39236.55696150171,5928948.254858269,2004.846867399532,5280.924827411138,3392.3323849954236,9902873.710470304,19145174.6148632,1.0,1.0,0.5343915986710849,89.78782992600753,33.06420025397995,1.0,3.2642168582261393,0.0,53.0,11.0,0.64794686,0.22987118,0.12218196
78,Archery,219020,3.4211175317836586,546986.6621703272,49,54,39006.811330270866,41760.25244080418,5718304.561578179,1957.125023958036,6751.217902672154,2910.8294598485927,10278385.96148935,17821217.526832167,1.0,1.0,0.5520389063127736,82.94500279017825,30.766951876174463,1.0,3.418016540202675,0.0,57.0,11.0,0.64794686,0.22987118,0.12218196
79,Archery,226835,3.3924626155338,578708.3176244221,48,58,36557.035179442384,39474.11431645661,5401783.192724736,2294.8903637119943,6115.8827434957975,2860.512279122508,12450413.907944426,15338719.763506193,1.0,1.0,0.47832809038895246,88.6954642884499,26.06299902361407,1.0,2.842129430130504,0.0,62.0,10.0,0.64794686,0.22987118,0.12218196
80,Archery,185249,3.032108910650813,555992.8472816158,56,54,37564.665284982475,39479.14648823511,5722044.996449154,2459.419660522431,5462.5843082456895,2735.2208839493746,10593105.721028604,19656138.849501282,1.0,1.0,0.5222064966751906,84.04077884154842,33.17691671219949,1.0,3.4975958434442016,0.0,54.0,10.0,0.64794686,0.22987118,0.12218196
